Dust-Radius\Longitude,-174,-168,-162,-156,-150,-144,-138,-132,-126,-120,-114,-108,-102,-96,-90,-84,-78,-72,-66,-60,-54,-48,-42,-36,-30,-24,-18,-12,-6,0,6,12,18,24,30,36,42,48,54,60,66,72,78,84,90,96,102,108,114,120,126,132,138,144,150,156,162,168,174,180
4.1,0.460131228,0.460682521,0.517135044,0.564877999,0.561573951,0.552297808,0.545065217,0.537366275,0.494246675,0.421807052,0.394840514,0.396205146,0.362850434,0.354605364,0.360102897,0.326145848,0.288978779,0.299548538,0.316867299,0.349469524,0.31185823,0.399018758,0.408940347,0.434889668,0.439819932,0.499037766,0.347466556,0.298284806,0.32691726,0.336740912,0.309894674,0.3285488,0.378861534,0.383004731,0.37691585,0.393359381,0.469599522,0.420641457,0.458097192,0.354847463,0.345977261,0.40700679,0.496017264,0.48147927,0.475692233,0.515037145,0.504709119,0.468182786,0.517777742,0.459088745,0.419441888,0.470599013,0.44383388,0.495320492,0.512836969,0.457290504,0.432318924,0.433679219,0.430211563,0.477531994
4.15,0.473555436,0.467822567,0.506598153,0.517674187,0.510024738,0.470931162,0.429354552,0.424661917,0.400513055,0.344780678,0.331587859,0.331871977,0.321132672,0.323390121,0.320606298,0.298408644,0.282304169,0.297323567,0.282775029,0.299858804,0.288294764,0.360334904,0.420372328,0.455671396,0.481426047,0.523666749,0.379725385,0.34233567,0.341396467,0.32801108,0.314370883,0.304849342,0.354136743,0.37467046,0.361393102,0.379492439,0.440519178,0.363167386,0.381177344,0.317887744,0.295413667,0.357772142,0.375353026,0.406155925,0.400253187,0.436060267,0.418443867,0.473934831,0.494454026,0.487065244,0.471584694,0.500584528,0.456977603,0.504787388,0.531423004,0.476234569,0.475627443,0.464747251,0.406578331,0.435863074
4.2,0.469835711,0.48600916,0.490041355,0.523912779,0.523061392,0.513733614,0.471718643,0.430668747,0.405558912,0.343375345,0.332045991,0.322905395,0.293029888,0.312421625,0.310236269,0.300630778,0.300115492,0.309350411,0.319694128,0.339833364,0.290938563,0.379180993,0.401672682,0.454731961,0.440242788,0.474020262,0.368136712,0.345811068,0.326028393,0.343897805,0.374633952,0.361659061,0.379049806,0.394803223,0.461785339,0.48950454,0.499668342,0.413725923,0.424774719,0.379837693,0.328492027,0.375691565,0.393329307,0.420747733,0.447377099,0.469529879,0.494942059,0.455520546,0.542808756,0.554910668,0.516293109,0.592150928,0.559084556,0.600585422,0.5447622,0.553855173,0.501865905,0.472707102,0.496722553,0.513005596
4.25,0.563477556,0.56464487,0.578900592,0.594916627,0.572223957,0.547815387,0.523743377,0.483788533,0.426119493,0.38567792,0.375268662,0.357731199,0.314438596,0.354897333,0.324500921,0.316408247,0.303558182,0.33333743,0.358634834,0.353815309,0.343195732,0.443503518,0.471719645,0.501493601,0.596424584,0.608809833,0.455460814,0.417421756,0.418486238,0.407947792,0.414508695,0.391542912,0.413787539,0.455567894,0.480096945,0.512056568,0.537861426,0.469942625,0.469963425,0.445677314,0.395911535,0.423140312,0.425353414,0.486712712,0.512426311,0.551087235,0.608524915,0.48052886,0.546304389,0.609555998,0.567600152,0.646148391,0.706349833,0.770517741,0.722005235,0.765935609,0.714001994,0.59034104,0.712087967,0.59983753
4.3,0.512908519,0.471953701,0.522211059,0.544851711,0.511455227,0.504347031,0.467754983,0.418958891,0.411769005,0.355511145,0.363345628,0.342656877,0.333354753,0.358259594,0.32597605,0.31787107,0.31193142,0.364824093,0.385144371,0.346179989,0.351515238,0.421547261,0.421879534,0.47037361,0.483899917,0.463330382,0.362089012,0.320573932,0.308239045,0.312856176,0.314504465,0.295193281,0.379385617,0.362186181,0.378472824,0.434748115,0.486461608,0.43780524,0.415631827,0.422869007,0.381760879,0.411195445,0.407034436,0.436665836,0.446611669,0.453027555,0.480659784,0.442159608,0.471332533,0.543306193,0.502676523,0.55790507,0.53144365,0.515853289,0.570571577,0.515663907,0.495755742,0.550558548,0.496669959,0.483396854
4.4,0.547210317,0.541134981,0.532753045,0.525213654,0.509176521,0.519596385,0.507495708,0.459065619,0.422430301,0.380429475,0.387853309,0.344674569,0.335627012,0.350272786,0.34421443,0.327311724,0.289729826,0.331736007,0.320387438,0.332553342,0.293464951,0.374073499,0.417774022,0.463814295,0.553599755,0.493911314,0.433774864,0.380458364,0.379960116,0.37314748,0.363709063,0.365827022,0.403463312,0.426579622,0.440511354,0.453383616,0.474403938,0.434666389,0.439906848,0.479532736,0.37285943,0.38332781,0.391077374,0.447101972,0.443875233,0.455015997,0.545148516,0.413046815,0.455162608,0.481001115,0.430901776,0.487338293,0.550264718,0.575511566,0.531855775,0.546101053,0.530061646,0.492953384,0.527770924,0.516503974
4.45,0.491888967,0.498782249,0.462997281,0.465214587,0.462729907,0.449720634,0.452928456,0.428904729,0.424485206,0.37277484,0.364098901,0.348866934,0.316087959,0.351051201,0.322631052,0.300092474,0.286104437,0.323886947,0.337213379,0.325580964,0.310126263,0.359830321,0.35915268,0.410186397,0.461552437,0.439485305,0.365822275,0.370815405,0.383945582,0.364303524,0.362589021,0.342439578,0.370769077,0.384906994,0.433813126,0.428570803,0.432674055,0.387375639,0.426082174,0.48088471,0.385368032,0.377914585,0.376632399,0.428969427,0.428159576,0.524785583,0.531056187,0.407814087,0.45259301,0.473889131,0.452536964,0.452946004,0.576646971,0.603633798,0.508283953,0.549245422,0.510134069,0.483419148,0.483948912,0.46544503
4.5,0.50780957,0.462446649,0.45775229,0.447818488,0.465498578,0.472715369,0.476279508,0.42234199,0.3964786,0.355218762,0.364405302,0.330576403,0.312179655,0.34456233,0.349497747,0.309609131,0.291083917,0.349178272,0.34397379,0.333305103,0.297661654,0.353840205,0.381914451,0.435862468,0.462871237,0.434955958,0.361731709,0.343749648,0.344957935,0.337524254,0.323927876,0.323219159,0.333382195,0.397484633,0.400930445,0.409921824,0.448751516,0.396914736,0.416250781,0.444694242,0.408862139,0.398733437,0.367074557,0.420987782,0.462340873,0.505534341,0.577131019,0.450602546,0.50771619,0.557732151,0.51667434,0.552340825,0.558255898,0.588316667,0.573644219,0.513924725,0.530968458,0.479566434,0.456677594,0.465157683
4.55,0.467472912,0.445031245,0.458615085,0.48038325,0.503825505,0.466652421,0.468800359,0.419504156,0.410736316,0.362953653,0.35279327,0.325634783,0.305955858,0.334213148,0.320785945,0.310776013,0.312551304,0.315717346,0.315517531,0.30342357,0.300922766,0.335408974,0.394649025,0.433196369,0.488579165,0.473969333,0.396959305,0.369108283,0.344584096,0.342488497,0.328839262,0.318161629,0.358644794,0.359334599,0.396036613,0.392816814,0.413343486,0.364327138,0.390502112,0.425580901,0.375993886,0.375630554,0.36903268,0.39615739,0.430974944,0.503277981,0.621199632,0.51627262,0.531476736,0.5852246,0.51471035,0.527897274,0.59047928,0.589856675,0.547435204,0.507117894,0.501411294,0.44739776,0.459963733,0.47791196
4.6,0.41286473,0.412205505,0.40091553,0.414815361,0.398356399,0.398912174,0.408382211,0.369278973,0.370128863,0.345196586,0.348365739,0.315545346,0.276189151,0.305732836,0.308622391,0.288708381,0.292486471,0.301110407,0.323710126,0.319784116,0.269948179,0.315898106,0.330455357,0.347120912,0.376535527,0.351976821,0.311529259,0.309998632,0.308619166,0.310506831,0.319336326,0.33553047,0.313565987,0.327181088,0.351345126,0.358900091,0.412195052,0.370090305,0.372107705,0.400363297,0.328418835,0.37109646,0.361245635,0.388555758,0.37992969,0.464720637,0.528561134,0.404596911,0.428426747,0.448227791,0.453516154,0.464617163,0.499163576,0.514526905,0.483753919,0.458011621,0.415023114,0.392980889,0.432911647,0.454993826
4.65,0.402872987,0.411887301,0.407937782,0.412462202,0.42817089,0.440801025,0.424828791,0.369933004,0.363374824,0.322196569,0.31238693,0.295235119,0.267452732,0.289219951,0.282283528,0.269066681,0.272371873,0.268146065,0.279055813,0.274653041,0.278550096,0.31049323,0.371490358,0.399557905,0.421049902,0.40101236,0.362199125,0.338822044,0.320070904,0.288531974,0.282990679,0.273755169,0.287275069,0.305335046,0.350456302,0.344326942,0.374448677,0.342735881,0.353905757,0.365545456,0.360767283,0.370274928,0.327953313,0.393225889,0.398047255,0.453077528,0.44821384,0.385093897,0.395657661,0.390070047,0.371195141,0.378113216,0.442422234,0.522830261,0.468777092,0.476570882,0.42849963,0.422854342,0.433205495,0.444729948
4.7,0.443280508,0.412868052,0.39453663,0.40083073,0.403744549,0.424752278,0.412329146,0.417380183,0.4047004,0.385916222,0.421530509,0.368284391,0.305758961,0.307446995,0.294926149,0.291054928,0.295036774,0.267922284,0.27534722,0.28102997,0.280045251,0.303017916,0.333313706,0.33208382,0.36143454,0.357094056,0.328675317,0.323933712,0.334336949,0.352259394,0.369438253,0.380357773,0.377701083,0.4321873,0.432311788,0.4351119,0.406252424,0.357838004,0.372420784,0.384788412,0.335955506,0.332558974,0.298986754,0.324738952,0.32888344,0.323045545,0.358752685,0.323826602,0.312632881,0.344544825,0.33710945,0.347623613,0.433515245,0.451675472,0.420822012,0.421894249,0.4027282,0.405117931,0.428560384,0.437274266
4.75,0.403728574,0.403895479,0.425217333,0.434750021,0.449624862,0.427896162,0.393976636,0.345992476,0.348965138,0.317214276,0.304423244,0.293916546,0.263157198,0.292908088,0.315327635,0.2938388,0.27945736,0.270284353,0.268183498,0.263733524,0.272980295,0.311220663,0.352140544,0.370600646,0.403321038,0.373611813,0.344411281,0.294909938,0.287206246,0.311052344,0.345052626,0.339496469,0.342485072,0.344693019,0.375082378,0.401844167,0.422765692,0.391949593,0.37333418,0.352447482,0.327336287,0.349502669,0.345405104,0.355914039,0.335250834,0.41734631,0.472714158,0.418250554,0.41357634,0.459125125,0.436733763,0.461583842,0.500454038,0.517715909,0.499512518,0.470975165,0.455980777,0.409588365,0.419877311,0.426593599
4.8,0.376973104,0.358026145,0.383407416,0.356923644,0.37311589,0.380073522,0.345282244,0.345481648,0.347640905,0.315891797,0.314951202,0.290569616,0.269088321,0.281260135,0.308907766,0.310736919,0.282263516,0.274416167,0.268619843,0.263884475,0.276110218,0.315992498,0.400930072,0.408862057,0.421276558,0.383621821,0.375853172,0.328940295,0.315534153,0.307233756,0.283590378,0.272636995,0.29183896,0.325396361,0.35054336,0.359028204,0.431124097,0.407161242,0.374540181,0.297167644,0.282442542,0.294988586,0.325830867,0.38709332,0.403220916,0.487725752,0.479829591,0.446931509,0.446683889,0.469975455,0.421910223,0.419520676,0.45003272,0.449677559,0.489321355,0.444544542,0.399502598,0.415755962,0.391718625,0.40964532
4.85,0.330285852,0.339452415,0.391087699,0.358005541,0.357929881,0.367774196,0.350486228,0.341655636,0.332039955,0.307376963,0.300238137,0.28694657,0.261703677,0.290540123,0.319405499,0.267909199,0.268486061,0.270004559,0.286128262,0.260431388,0.26434581,0.286433451,0.325007889,0.341694655,0.340217893,0.333319041,0.304672508,0.273338349,0.271058192,0.261544584,0.237759414,0.243479584,0.265790155,0.294377431,0.321453265,0.313720078,0.321447336,0.330588038,0.315630455,0.272597652,0.250336044,0.255683115,0.255882644,0.260230769,0.276144879,0.317337988,0.331140513,0.352893449,0.333691547,0.345660865,0.320712163,0.330428997,0.35391932,0.355657957,0.408770265,0.371045395,0.327313467,0.340461337,0.360019065,0.369607498
4.9,0.386622413,0.415295421,0.421980252,0.396985223,0.42727169,0.450744284,0.410461452,0.383684478,0.368213771,0.310991969,0.283778831,0.285904004,0.253893427,0.262797421,0.284368325,0.291001089,0.287369907,0.32511949,0.302257275,0.276525012,0.294378106,0.321589282,0.339725972,0.367515802,0.355956915,0.352393626,0.349673928,0.326011936,0.318781228,0.30136421,0.307480401,0.30497853,0.280792488,0.287898746,0.309573281,0.316139373,0.303688565,0.294588813,0.320646588,0.289825095,0.242467294,0.256295638,0.262713991,0.273797414,0.276904502,0.311230317,0.3089299,0.341473757,0.319374814,0.318813156,0.338961086,0.36694202,0.348200599,0.351059362,0.418805744,0.352126132,0.315862582,0.314133181,0.358484676,0.385774988
4.95,0.366282681,0.385425068,0.466703695,0.430866453,0.442881261,0.431936252,0.379824387,0.363068806,0.317484102,0.307272774,0.265061171,0.269066515,0.237204567,0.273091956,0.288993612,0.275260821,0.263505047,0.289715189,0.3110634,0.250594032,0.266810754,0.301234733,0.332996255,0.339886919,0.338098545,0.339271717,0.311079596,0.290818858,0.327833601,0.263938084,0.228359392,0.241990647,0.269751199,0.30799839,0.306196481,0.338597709,0.374997496,0.350160021,0.314483807,0.249666772,0.245860489,0.270539154,0.265143168,0.277108275,0.270956166,0.290136044,0.340289517,0.358125215,0.362732965,0.385561461,0.382145033,0.388006827,0.39993501,0.421098721,0.476704774,0.405189281,0.364024128,0.358726308,0.369420479,0.358160086
